0.2,1.1960133155682484
0.4,1.3731478569741196
0.6,1.5152311454753593
0.8,1.617582498138386
1.0,1.684427819591377
1.2,1.7229506928095555
1.4,1.7391771940489196
1.6,1.736528113664718
1.8,1.7157379252004756
2.0,1.6751453628930038
2.2,1.6110954037196112
2.4,1.5186907673748509
2.6,1.393420505964051
2.8,1.234143415040725
3.0,1.0469998149324256
3.2,0.8477819029320904
3.4,0.6589024747376225
3.6,0.5004179153388073
3.8,0.38170667467279595
4.0,0.30095379471148287
4.2,0.25081634984515333
4.4,0.2238494973427852
4.6,0.21493134379600706
4.8,0.22164544188012378
5.0,0.24400733653133053
5.2,0.2841568813723567
5.4,0.34604814850941673
5.6,0.4348267055496999
5.8,0.5553599290905942
6.0,0.7094279329328891
6.2,0.8919083187256787
6.4,1.0882244653901754
6.6,1.2767917460076181
6.8,1.437349697478282
7.0,1.5592896541133474
7.2,1.6429008605058593
7.4,1.6943581167280584
7.6,1.7203819431455116
7.8,1.725572992603819
8.0,1.7117928638788924
8.2,1.6783283914136287
8.4,1.6222586566446278
8.6,1.5390755198157935
8.8,1.4239980349113606
9.0,1.2745315496666318
9.2,1.0942571447044511
9.4,0.8960948727349358
9.6,0.7012834938451216
9.8,0.5318029153035704
10.0,0.40077493344257564
